region,marginal_price,total_demand,planning_year,model,case,scenario,configuration,child_scenario
PJME,70.2,361596414.0,2035.0,GenX,20-week-foresight,base,foresight,none
PJMW,55.3,381430632.0,2035.0,GenX,20-week-foresight,base,foresight,none
RMRG,41.9,129535560.0,2035.0,GenX,20-week-foresight,base,foresight,none
SPPC,45.4,101870818.0,2035.0,GenX,20-week-foresight,base,foresight,none
SPPN,42.9,67540119.0,2035.0,GenX,20-week-foresight,base,foresight,none
SPPS,44.0,162787259.0,2035.0,GenX,20-week-foresight,base,foresight,none
SRCA,59.2,263347390.0,2035.0,GenX,20-week-foresight,base,foresight,none
SRCE,52.5,264512199.0,2035.0,GenX,20-week-foresight,base,foresight,none
SRSE,56.1,303257618.0,2035.0,GenX,20-week-foresight,base,foresight,none
SRSG,51.5,183293864.0,2035.0,GenX,20-week-foresight,base,foresight,none
TRE,45.1,515960435.0,2035.0,GenX,20-week-foresight,base,foresight,none
TREW,41.1,24676479.0,2035.0,GenX,20-week-foresight,base,foresight,none
BASN,49.9,177158138.0,2040.0,GenX,20-week-foresight,base,foresight,none
CASO,57.4,158791938.0,2040.0,GenX,20-week-foresight,base,foresight,none
CANO,57.1,245898072.0,2040.0,GenX,20-week-foresight,base,foresight,none
FRCC,52.1,334048179.0,2040.0,GenX,20-week-foresight,base,foresight,none
ISNE,89.8,210413923.0,2040.0,GenX,20-week-foresight,base,foresight,none
MISC,43.2,264171318.0,2040.0,GenX,20-week-foresight,base,foresight,none
MISE,48.5,137137308.0,2040.0,GenX,20-week-foresight,base,foresight,none
MISS,44.2,242486982.0,2040.0,GenX,20-week-foresight,base,foresight,none
MISW,42.2,324181570.0,2040.0,GenX,20-week-foresight,base,foresight,none
NWPP,56.2,300529644.0,2040.0,GenX,20-week-foresight,base,foresight,none
NYCW,73.5,106442119.0,2040.0,GenX,20-week-foresight,base,foresight,none
NYUP,59.3,92400602.0,2040.0,GenX,20-week-foresight,base,foresight,none
PJMC,45.1,152682741.0,2040.0,GenX,20-week-foresight,base,foresight,none
PJMD,58.1,145712440.0,2040.0,GenX,20-week-foresight,base,foresight,none
PJME,62.7,389826566.0,2040.0,GenX,20-week-foresight,base,foresight,none
PJMW,48.1,412215498.0,2040.0,GenX,20-week-foresight,base,foresight,none
RMRG,40.7,150676430.0,2040.0,GenX,20-week-foresight,base,foresight,none
SPPC,40.3,108907378.0,2040.0,GenX,20-week-foresight,base,foresight,none
SPPN,39.2,74985567.0,2040.0,GenX,20-week-foresight,base,foresight,none
SPPS,39.0,177543457.0,2040.0,GenX,20-week-foresight,base,foresight,none
SRCA,52.6,287884867.0,2040.0,GenX,20-week-foresight,base,foresight,none
SRCE,47.3,285639456.0,2040.0,GenX,20-week-foresight,base,foresight,none
SRSE,49.5,333542368.0,2040.0,GenX,20-week-foresight,base,foresight,none
SRSG,49.3,204888767.0,2040.0,GenX,20-week-foresight,base,foresight,none
TRE,40.7,555402906.0,2040.0,GenX,20-week-foresight,base,foresight,none
TREW,36.8,26667903.0,2040.0,GenX,20-week-foresight,base,foresight,none
BASN,56.8,205854891.0,2045.0,GenX,20-week-foresight,base,foresight,none
CASO,62.6,185445572.0,2045.0,GenX,20-week-foresight,base,foresight,none
CANO,62.7,287331528.0,2045.0,GenX,20-week-foresight,base,foresight,none
FRCC,51.8,373487472.0,2045.0,GenX,20-week-foresight,base,foresight,none
ISNE,95.3,228967778.0,2045.0,GenX,20-week-foresight,base,foresight,none
MISC,45.1,296003389.0,2045.0,GenX,20-week-foresight,base,foresight,none
MISE,50.4,149857318.0,2045.0,GenX,20-week-foresight,base,foresight,none
MISS,45.9,273572998.0,2045.0,GenX,20-week-foresight,base,foresight,none
MISW,46.2,360803886.0,2045.0,GenX,20-week-foresight,base,foresight,none
NWPP,88.7,342473432.0,2045.0,GenX,20-week-foresight,base,foresight,none
NYCW,81.1,116580170.0,2045.0,GenX,20-week-foresight,base,foresight,none
NYUP,62.9,100244191.0,2045.0,GenX,20-week-foresight,base,foresight,none
PJMC,48.8,165669492.0,2045.0,GenX,20-week-foresight,base,foresight,none
PJMD,60.2,160553816.0,2045.0,GenX,20-week-foresight,base,foresight,none
PJME,65.5,428793884.0,2045.0,GenX,20-week-foresight,base,foresight,none
PJMW,49.4,452703049.0,2045.0,GenX,20-week-foresight,base,foresight,none
RMRG,46.9,173002995.0,2045.0,GenX,20-week-foresight,base,foresight,none
SPPC,43.1,122568997.0,2045.0,GenX,20-week-foresight,base,foresight,none
SPPN,42.5,85125345.0,2045.0,GenX,20-week-foresight,base,foresight,none
SPPS,39.9,202777705.0,2045.0,GenX,20-week-foresight,base,foresight,none
SRCA,53.5,320053848.0,2045.0,GenX,20-week-foresight,base,foresight,none
SRCE,49.4,318246408.0,2045.0,GenX,20-week-foresight,base,foresight,none
SRSE,50.8,375702387.0,2045.0,GenX,20-week-foresight,base,foresight,none
SRSG,54.6,237915030.0,2045.0,GenX,20-week-foresight,base,foresight,none
TRE,42.8,617229009.0,2045.0,GenX,20-week-foresight,base,foresight,none
TREW,38.0,29860335.0,2045.0,GenX,20-week-foresight,base,foresight,none
BASN,56.2,223174656.0,2050.0,GenX,20-week-foresight,base,foresight,none
CASO,60.9,199559149.0,2050.0,GenX,20-week-foresight,base,foresight,none
CANO,62.0,309235468.0,2050.0,GenX,20-week-foresight,base,foresight,none
FRCC,52.1,398150391.0,2050.0,GenX,20-week-foresight,base,foresight,none
ISNE,95.2,233966756.0,2050.0,GenX,20-week-foresight,base,foresight,none
MISC,48.4,302266317.0,2050.0,GenX,20-week-foresight,base,foresight,none
MISE,56.1,154617099.0,2050.0,GenX,20-week-foresight,base,foresight,none
MISS,50.1,285422687.0,2050.0,GenX,20-week-foresight,base,foresight,none
MISW,50.5,372086880.0,2050.0,GenX,20-week-foresight,base,foresight,none
NWPP,95.9,372645986.0,2050.0,GenX,20-week-foresight,base,foresight,none
NYCW,85.0,120232798.0,2050.0,GenX,20-week-foresight,base,foresight,none
NYUP,68.5,103480882.0,2050.0,GenX,20-week-foresight,base,foresight,none
PJMC,52.0,168907776.0,2050.0,GenX,20-week-foresight,base,foresight,none
PJMD,62.0,168177932.0,2050.0,GenX,20-week-foresight,base,foresight,none
PJME,68.8,442681870.0,2050.0,GenX,20-week-foresight,base,foresight,none
PJMW,51.0,466199508.0,2050.0,GenX,20-week-foresight,base,foresight,none
RMRG,45.3,188991709.0,2050.0,GenX,20-week-foresight,base,foresight,none
SPPC,46.6,124929928.0,2050.0,GenX,20-week-foresight,base,foresight,none
SPPN,46.1,88318595.0,2050.0,GenX,20-week-foresight,base,foresight,none
SPPS,43.4,210273247.0,2050.0,GenX,20-week-foresight,base,foresight,none
SRCA,58.5,340830683.0,2050.0,GenX,20-week-foresight,base,foresight,none
SRCE,52.5,332833523.0,2050.0,GenX,20-week-foresight,base,foresight,none
SRSE,54.1,398994725.0,2050.0,GenX,20-week-foresight,base,foresight,none
SRSG,52.5,258600147.0,2050.0,GenX,20-week-foresight,base,foresight,none
TRE,47.5,648762932.0,2050.0,GenX,20-week-foresight,base,foresight,none
TREW,42.9,31419683.0,2050.0,GenX,20-week-foresight,base,foresight,none
BASN,41.9,104415840.0,2027.0,Switch,20-week-foresight,base,foresight,none
CASO,44.1,106247405.0,2027.0,Switch,20-week-foresight,base,foresight,none
CANO,45.7,164112380.0,2027.0,Switch,20-week-foresight,base,foresight,none
FRCC,42.7,254835658.0,2027.0,Switch,20-week-foresight,base,foresight,none
ISNE,51.8,132079030.0,2027.0,Switch,20-week-foresight,base,foresight,none
MISC,44.0,186790489.0,2027.0,Switch,20-week-foresight,base,foresight,none
MISE,46.5,102056388.0,2027.0,Switch,20-week-foresight,base,foresight,none
MISS,40.3,175440371.0,2027.0,Switch,20-week-foresight,base,foresight,none
MISW,40.6,225553160.0,2027.0,Switch,20-week-foresight,base,foresight,none
NWPP,42.3,195981047.0,2027.0,Switch,20-week-foresight,base,foresight,none
NYCW,72.0,76993625.0,2027.0,Switch,20-week-foresight,base,foresight,none
NYUP,35.6,70257166.0,2027.0,Switch,20-week-foresight,base,foresight,none
PJMC,42.4,118765758.0,2027.0,Switch,20-week-foresight,base,foresight,none
PJMD,45.8,110841999.0,2027.0,Switch,20-week-foresight,base,foresight,none
PJME,41.8,289082184.0,2027.0,Switch,20-week-foresight,base,foresight,none
PJMW,44.0,310165370.0,2027.0,Switch,20-week-foresight,base,foresight,none
RMRG,38.7,88883482.0,2027.0,Switch,20-week-foresight,base,foresight,none
SPPC,38.8,78239307.0,2027.0,Switch,20-week-foresight,base,foresight,none
SPPN,37.6,49626459.0,2027.0,Switch,20-week-foresight,base,foresight,none
SPPS,36.8,122178131.0,2027.0,Switch,20-week-foresight,base,foresight,none
SRCA,46.5,218636717.0,2027.0,Switch,20-week-foresight,base,foresight,none
SRCE,43.2,214888614.0,2027.0,Switch,20-week-foresight,base,foresight,none
SRSE,43.6,242597067.0,2027.0,Switch,20-week-foresight,base,foresight,none
SRSG,42.9,137828950.0,2027.0,Switch,20-week-foresight,base,foresight,none
TRE,37.1,426645124.0,2027.0,Switch,20-week-foresight,base,foresight,none
TREW,33.7,19988250.0,2027.0,Switch,20-week-foresight,base,foresight,none
BASN,38.5,117622650.0,2030.0,Switch,20-week-foresight,base,foresight,none
CASO,44.0,115510879.0,2030.0,Switch,20-week-foresight,base,foresight,none
CANO,44.6,178550343.0,2030.0,Switch,20-week-foresight,base,foresight,none
FRCC,44.6,263664150.0,2030.0,Switch,20-week-foresight,base,foresight,none
ISNE,61.2,149354094.0,2030.0,Switch,20-week-foresight,base,foresight,none
MISC,38.8,200796305.0,2030.0,Switch,20-week-foresight,base,foresight,none
MISE,42.2,108618551.0,2030.0,Switch,20-week-foresight,base,foresight,none
MISS,38.3,185407544.0,2030.0,Switch,20-week-foresight,base,foresight,none
MISW,36.0,244560055.0,2030.0,Switch,20-week-foresight,base,foresight,none
NWPP,37.5,213747716.0,2030.0,Switch,20-week-foresight,base,foresight,none
NYCW,49.6,83015898.0,2030.0,Switch,20-week-foresight,base,foresight,none
NYUP,38.1,74762455.0,2030.0,Switch,20-week-foresight,base,foresight,none
PJMC,39.7,125041636.0,2030.0,Switch,20-week-foresight,base,foresight,none
PJMD,45.0,116835353.0,2030.0,Switch,20-week-foresight,base,foresight,none
PJME,45.3,308414943.0,2030.0,Switch,20-week-foresight,base,foresight,none
PJMW,41.0,328889729.0,2030.0,Switch,20-week-foresight,base,foresight,none
RMRG,31.2,100288099.0,2030.0,Switch,20-week-foresight,base,foresight,none
SPPC,34.7,83557695.0,2030.0,Switch,20-week-foresight,base,foresight,none
SPPN,32.9,54220969.0,2030.0,Switch,20-week-foresight,base,foresight,none
SPPS,33.8,131322851.0,2030.0,Switch,20-week-foresight,base,foresight,none
SRCA,44.2,228687588.0,2030.0,Switch,20-week-foresight,base,foresight,none
SRCE,39.9,225061849.0,2030.0,Switch,20-week-foresight,base,foresight,none
SRSE,44.3,255962582.0,2030.0,Switch,20-week-foresight,base,foresight,none
SRSG,39.8,147664933.0,2030.0,Switch,20-week-foresight,base,foresight,none
TRE,35.6,442846698.0,2030.0,Switch,20-week-foresight,base,foresight,none
TREW,32.8,20819394.0,2030.0,Switch,20-week-foresight,base,foresight,none
BASN,57.8,154373402.0,2035.0,Switch,20-week-foresight,base,foresight,none
CASO,64.9,141559023.0,2035.0,Switch,20-week-foresight,base,foresight,none
CANO,66.1,219102255.0,2035.0,Switch,20-week-foresight,base,foresight,none
FRCC,64.1,305390926.0,2035.0,Switch,20-week-foresight,base,foresight,none
ISNE,97.7,185912448.0,2035.0,Switch,20-week-foresight,base,foresight,none
MISC,53.3,243790194.0,2035.0,Switch,20-week-foresight,base,foresight,none
MISE,60.2,126030936.0,2035.0,Switch,20-week-foresight,base,foresight,none
MISS,52.9,223677305.0,2035.0,Switch,20-week-foresight,base,foresight,none
MISW,52.7,294141188.0,2035.0,Switch,20-week-foresight,base,foresight,none
NWPP,58.4,260888430.0,2035.0,Switch,20-week-foresight,base,foresight,none
NYCW,86.5,97972883.0,2035.0,Switch,20-week-foresight,base,foresight,none
NYUP,72.5,85901025.0,2035.0,Switch,20-week-foresight,base,foresight,none
PJMC,57.2,142659266.0,2035.0,Switch,20-week-foresight,base,foresight,none
PJMD,68.5,134294097.0,2035.0,Switch,20-week-foresight,base,foresight,none
PJME,72.3,361596414.0,2035.0,Switch,20-week-foresight,base,foresight,none
PJMW,58.8,381430632.0,2035.0,Switch,20-week-foresight,base,foresight,none
RMRG,47.6,129535560.0,2035.0,Switch,20-week-foresight,base,foresight,none
SPPC,49.8,101870818.0,2035.0,Switch,20-week-foresight,base,foresight,none
SPPN,47.0,67540119.0,2035.0,Switch,20-week-foresight,base,foresight,none
SPPS,47.6,162787259.0,2035.0,Switch,20-week-foresight,base,foresight,none
SRCA,62.1,263347390.0,2035.0,Switch,20-week-foresight,base,foresight,none
SRCE,55.9,264512199.0,2035.0,Switch,20-week-foresight,base,foresight,none
SRSE,60.8,303257618.0,2035.0,Switch,20-week-foresight,base,foresight,none
SRSG,58.9,183293864.0,2035.0,Switch,20-week-foresight,base,foresight,none
TRE,48.9,515960435.0,2035.0,Switch,20-week-foresight,base,foresight,none
TREW,45.6,24676479.0,2035.0,Switch,20-week-foresight,base,foresight,none
BASN,60.5,177158138.0,2040.0,Switch,20-week-foresight,base,foresight,none
CASO,63.5,158791938.0,2040.0,Switch,20-week-foresight,base,foresight,none
CANO,66.5,245898072.0,2040.0,Switch,20-week-foresight,base,foresight,none
FRCC,58.8,334048179.0,2040.0,Switch,20-week-foresight,base,foresight,none
ISNE,99.4,210413923.0,2040.0,Switch,20-week-foresight,base,foresight,none
MISC,50.3,264171318.0,2040.0,Switch,20-week-foresight,base,foresight,none
MISE,57.6,137137308.0,2040.0,Switch,20-week-foresight,base,foresight,none
MISS,50.9,242486982.0,2040.0,Switch,20-week-foresight,base,foresight,none
MISW,53.1,324181570.0,2040.0,Switch,20-week-foresight,base,foresight,none
NWPP,79.1,300529644.0,2040.0,Switch,20-week-foresight,base,foresight,none
NYCW,84.0,106442119.0,2040.0,Switch,20-week-foresight,base,foresight,none
NYUP,67.2,92400602.0,2040.0,Switch,20-week-foresight,base,foresight,none
PJMC,54.1,152682741.0,2040.0,Switch,20-week-foresight,base,foresight,none
PJMD,65.2,145712440.0,2040.0,Switch,20-week-foresight,base,foresight,none
PJME,69.2,389826566.0,2040.0,Switch,20-week-foresight,base,foresight,none
PJMW,55.7,412215498.0,2040.0,Switch,20-week-foresight,base,foresight,none
RMRG,49.4,150676430.0,2040.0,Switch,20-week-foresight,base,foresight,none
SPPC,47.9,108907378.0,2040.0,Switch,20-week-foresight,base,foresight,none
SPPN,46.4,74985567.0,2040.0,Switch,20-week-foresight,base,foresight,none
SPPS,45.7,177543457.0,2040.0,Switch,20-week-foresight,base,foresight,none
SRCA,60.0,287884867.0,2040.0,Switch,20-week-foresight,base,foresight,none
SRCE,53.2,285639456.0,2040.0,Switch,20-week-foresight,base,foresight,none
SRSE,58.0,333542368.0,2040.0,Switch,20-week-foresight,base,foresight,none
SRSG,59.3,204888767.0,2040.0,Switch,20-week-foresight,base,foresight,none
TRE,47.9,555402906.0,2040.0,Switch,20-week-foresight,base,foresight,none
TREW,44.1,26667903.0,2040.0,Switch,20-week-foresight,base,foresight,none
BASN,61.2,205854891.0,2045.0,Switch,20-week-foresight,base,foresight,none
CASO,65.0,185445572.0,2045.0,Switch,20-week-foresight,base,foresight,none
CANO,67.7,287331528.0,2045.0,Switch,20-week-foresight,base,foresight,none
FRCC,57.0,373487472.0,2045.0,Switch,20-week-foresight,base,foresight,none
ISNE,104.7,228967778.0,2045.0,Switch,20-week-foresight,base,foresight,none
MISC,49.7,296003389.0,2045.0,Switch,20-week-foresight,base,foresight,none
MISE,57.2,149857318.0,2045.0,Switch,20-week-foresight,base,foresight,none
MISS,49.6,273572998.0,2045.0,Switch,20-week-foresight,base,foresight,none
MISW,53.6,360803886.0,2045.0,Switch,20-week-foresight,base,foresight,none
NWPP,98.5,342473432.0,2045.0,Switch,20-week-foresight,base,foresight,none
NYCW,88.1,116580170.0,2045.0,Switch,20-week-foresight,base,foresight,none
NYUP,72.3,100244191.0,2045.0,Switch,20-week-foresight,base,foresight,none
PJMC,54.0,165669492.0,2045.0,Switch,20-week-foresight,base,foresight,none
PJMD,66.2,160553816.0,2045.0,Switch,20-week-foresight,base,foresight,none
PJME,69.2,428793884.0,2045.0,Switch,20-week-foresight,base,foresight,none
PJMW,56.3,452703049.0,2045.0,Switch,20-week-foresight,base,foresight,none
RMRG,51.8,173002995.0,2045.0,Switch,20-week-foresight,base,foresight,none
SPPC,47.9,122568997.0,2045.0,Switch,20-week-foresight,base,foresight,none
SPPN,47.0,85125345.0,2045.0,Switch,20-week-foresight,base,foresight,none
SPPS,44.2,202777705.0,2045.0,Switch,20-week-foresight,base,foresight,none
SRCA,61.1,320053848.0,2045.0,Switch,20-week-foresight,base,foresight,none
SRCE,53.7,318246408.0,2045.0,Switch,20-week-foresight,base,foresight,none
SRSE,56.6,375702387.0,2045.0,Switch,20-week-foresight,base,foresight,none
SRSG,59.3,237915030.0,2045.0,Switch,20-week-foresight,base,foresight,none
TRE,46.7,617229009.0,2045.0,Switch,20-week-foresight,base,foresight,none
TREW,43.0,29860335.0,2045.0,Switch,20-week-foresight,base,foresight,none
BASN,56.6,223174656.0,2050.0,Switch,20-week-foresight,base,foresight,none
CASO,61.7,199559149.0,2050.0,Switch,20-week-foresight,base,foresight,none
CANO,62.7,309235468.0,2050.0,Switch,20-week-foresight,base,foresight,none
FRCC,54.8,398150391.0,2050.0,Switch,20-week-foresight,base,foresight,none
ISNE,99.9,233966756.0,2050.0,Switch,20-week-foresight,base,foresight,none
MISC,50.4,302266317.0,2050.0,Switch,20-week-foresight,base,foresight,none
MISE,56.9,154617099.0,2050.0,Switch,20-week-foresight,base,foresight,none
MISS,47.6,285422687.0,2050.0,Switch,20-week-foresight,base,foresight,none
MISW,52.0,372086880.0,2050.0,Switch,20-week-foresight,base,foresight,none
NWPP,98.8,372645986.0,2050.0,Switch,20-week-foresight,base,foresight,none
NYCW,85.2,120232798.0,2050.0,Switch,20-week-foresight,base,foresight,none
NYUP,71.3,103480882.0,2050.0,Switch,20-week-foresight,base,foresight,none
PJMC,54.4,168907776.0,2050.0,Switch,20-week-foresight,base,foresight,none
PJMD,63.7,168177932.0,2050.0,Switch,20-week-foresight,base,foresight,none
PJME,68.6,442681870.0,2050.0,Switch,20-week-foresight,base,foresight,none
PJMW,55.5,466199508.0,2050.0,Switch,20-week-foresight,base,foresight,none
RMRG,48.7,188991709.0,2050.0,Switch,20-week-foresight,base,foresight,none
SPPC,47.2,124929928.0,2050.0,Switch,20-week-foresight,base,foresight,none
SPPN,46.8,88318595.0,2050.0,Switch,20-week-foresight,base,foresight,none
SPPS,42.2,210273247.0,2050.0,Switch,20-week-foresight,base,foresight,none
SRCA,63.7,340830683.0,2050.0,Switch,20-week-foresight,base,foresight,none
SRCE,53.8,332833523.0,2050.0,Switch,20-week-foresight,base,foresight,none
SRSE,54.2,398994725.0,2050.0,Switch,20-week-foresight,base,foresight,none
SRSG,53.9,258600147.0,2050.0,Switch,20-week-foresight,base,foresight,none
TRE,45.2,648762932.0,2050.0,Switch,20-week-foresight,base,foresight,none
TREW,41.0,31419683.0,2050.0,Switch,20-week-foresight,base,foresight,none
BASN,44.6,104415840.0,2027.0,TEMOA,20-week-foresight,base,foresight,none
CASO,45.8,106247405.0,2027.0,TEMOA,20-week-foresight,base,foresight,none
CANO,47.9,164112380.0,2027.0,TEMOA,20-week-foresight,base,foresight,none
FRCC,44.2,254835658.0,2027.0,TEMOA,20-week-foresight,base,foresight,none
ISNE,64.2,132079030.0,2027.0,TEMOA,20-week-foresight,base,foresight,none
MISC,45.2,186790489.0,2027.0,TEMOA,20-week-foresight,base,foresight,none
MISE,48.4,102056388.0,2027.0,TEMOA,20-week-foresight,base,foresight,none
MISS,43.1,175440371.0,2027.0,TEMOA,20-week-foresight,base,foresight,none
MISW,42.4,225553160.0,2027.0,TEMOA,20-week-foresight,base,foresight,none
NWPP,43.9,195981047.0,2027.0,TEMOA,20-week-foresight,base,foresight,none
NYCW,133.8,76993625.0,2027.0,TEMOA,20-week-foresight,base,foresight,none
NYUP,37.6,70257166.0,2027.0,TEMOA,20-week-foresight,base,foresight,none
PJMC,43.9,118765758.0,2027.0,TEMOA,20-week-foresight,base,foresight,none
PJMD,47.3,110841999.0,2027.0,TEMOA,20-week-foresight,base,foresight,none
PJME,43.6,289082184.0,2027.0,TEMOA,20-week-foresight,base,foresight,none
PJMW,45.8,310165370.0,2027.0,TEMOA,20-week-foresight,base,foresight,none
RMRG,37.9,88883482.0,2027.0,TEMOA,20-week-foresight,base,foresight,none
SPPC,40.6,78239307.0,2027.0,TEMOA,20-week-foresight,base,foresight,none
SPPN,40.4,49626459.0,2027.0,TEMOA,20-week-foresight,base,foresight,none
SPPS,38.5,122178131.0,2027.0,TEMOA,20-week-foresight,base,foresight,none
SRCA,48.9,218636717.0,2027.0,TEMOA,20-week-foresight,base,foresight,none
SRCE,46.1,214888614.0,2027.0,TEMOA,20-week-foresight,base,foresight,none
SRSE,45.7,242597067.0,2027.0,TEMOA,20-week-foresight,base,foresight,none
SRSG,44.7,137828950.0,2027.0,TEMOA,20-week-foresight,base,foresight,none
TRE,40.4,426645124.0,2027.0,TEMOA,20-week-foresight,base,foresight,none
TREW,36.1,19988250.0,2027.0,TEMOA,20-week-foresight,base,foresight,none
BASN,36.0,117622650.0,2030.0,TEMOA,20-week-foresight,base,foresight,none
CASO,44.7,115510879.0,2030.0,TEMOA,20-week-foresight,base,foresight,none
CANO,45.3,178550343.0,2030.0,TEMOA,20-week-foresight,base,foresight,none
FRCC,45.9,263664150.0,2030.0,TEMOA,20-week-foresight,base,foresight,none
ISNE,69.4,149354094.0,2030.0,TEMOA,20-week-foresight,base,foresight,none
MISC,39.0,200796305.0,2030.0,TEMOA,20-week-foresight,base,foresight,none
MISE,43.2,108618551.0,2030.0,TEMOA,20-week-foresight,base,foresight,none
MISS,39.9,185407544.0,2030.0,TEMOA,20-week-foresight,base,foresight,none
MISW,36.0,244560055.0,2030.0,TEMOA,20-week-foresight,base,foresight,none
NWPP,35.3,213747716.0,2030.0,TEMOA,20-week-foresight,base,foresight,none
NYCW,57.4,83015898.0,2030.0,TEMOA,20-week-foresight,base,foresight,none
